"ID","Poet","Poetry"
"614","javed-akhtar","ye tasallī hai ki haiñ nāshād sab 
maiñ akelā hī nahīñ barbād sab 
sab kī ḳhātir haiñ yahāñ sab ajnabī 
aur kahne ko haiñ ghar ābād sab 
bhuul ke sab ranjisheñ sab ek haiñ 
maiñ batā.ūñ sab ko hogā yaad sab 
sab ko da.avā-e-vafā sab ko yaqīñ 
is adākārī meñ haiñ ustād sab 
shahr ke hākim kā ye farmān hai 
qaid meñ kahlā.eñge āzād sab 
chaar lafzoñ meñ kaho jo bhī kaho 
us ko kab fursat sune fariyād sab 
talḳhiyāñ kaise na huuñ ash.ār meñ 
ham pe jo guzrī hameñ hai yaad sab"
"615","javed-akhtar","zarā mausam to badlā hai magar peḌoñ kī shāḳhoñ par na.e pattoñ ke aane meñ abhī kuchh din lageñge 
bahut se zard chehroñ par ġhubār-e-ġham hai kam be-shak par un ko muskurāne meñ abhī kuchh din lageñge 
kabhī ham ko yaqīñ thā zo.am thā duniyā hamārī jo muḳhālif hai to ho jaa.e magar tum mehrbāñ ho 
hameñ ye baat vaise yaad to ab kyā hai lekin haañ ise yaksar bhulāne meñ abhī kuchh din lageñge 
jahāñ itne masā.ib hoñ jahāñ itnī pareshānī kisī kā bevafā honā hai koī sāneha kyā 
bahut ma.aqūl hai ye baat lekin is haqīqat tak dil-e-nādāñ ko laane meñ abhī kuchh din lageñge 
koī TuuTe hue shīshe liye afsurda-o-maġhmūm kab tak yuuñ guzāre be-talab be-ārzū din 
to in ḳhvāboñ kī kircheñ ham ne palkoñ se jhaTak diiñ par na.e armāñ sajāne meñ abhī kuchh din lageñge 
tavahhum kī siyah shab ko kiran se chaak kar ke āgahī har ek āñgan meñ nayā sūraj utāre 
magar afsos ye sach hai vo shab thī aur ye suraj hai ye sab ko maan jaane meñ abhī kuchh din lageñge 
purānī manziloñ kā shauq to kis ko hai baaqī ab na.ī haiñ manzileñ haiñ sab ke dil meñ jin ke armāñ 
banā lenā na.ī manzil na thā mushkil magar ai dil na.e raste banāne meñ abhī kuchh din lageñge 
añdhere Dhal ga.e raushan hue manzar zamīñ jaagī falak jaagā to jaise jaag uTThī zindagānī 
magar kuchh yād-e-māzī oḌh ke so.e hue logoñ ko lagtā hai jagāne meñ abhī kuchh din lageñge"
"616","jigar-moradabadi","aadmī aadmī se miltā hai 
dil magar kam kisī se miltā hai 
bhuul jaatā huuñ maiñ sitam us ke 
vo kuchh is sādgī se miltā hai 
aaj kyā baat hai ki phūloñ kā 
rañg terī hañsī se miltā hai 
silsila fitna-e-qayāmat kā 
terī ḳhush-qāmatī se miltā hai 
mil ke bhī jo kabhī nahīñ miltā 
TuuT kar dil usī se miltā hai 
kārobār-e-jahāñ sañvarte haiñ 
hosh jab be-ḳhudī se miltā hai 
ruuh ko bhī mazā mohabbat kā 
dil kī ham-sā.egī se miltā hai"
"617","jigar-moradabadi","aaj kyā haal hai yārab sar-e-mahfil merā 
ki nikāle liye jaatā hai koī dil merā 
soz-e-ġham dekh na barbād ho hāsil merā 
dil kī tasvīr hai har ā.īna-e-dil merā 
sub.h tak hijr meñ kyā jāniye kyā hotā hai 
shaam hī se mire qaabū meñ nahīñ dil merā 
mil ga.ī ishq meñ īzā-talabī se rāhat 
ġham hai ab jaan mirī dard hai ab dil merā 
paayā jaatā hai tirī shoḳhi-e-raftār kā rañg 
kaash pahlū meñ dhaḌaktā hī rahe dil merā 
haa.e us mard kī qismat jo huā dil kā sharīk 
haa.e us dil kā muqaddar jo banā dil merā 
kuchh khaTaktā to hai pahlū meñ mire rah rah kar 
ab ḳhudā jaane tirī yaad hai yā dil merā"
"618","jigar-moradabadi","āñkhoñ kā thā qusūr na dil kā qusūr thā 
aayā jo mere sāmne merā ġhurūr thā 
tārīk misl-e-āh jo āñkhoñ kā nuur thā 
kyā sub.h hī se shām-e-balā kā zuhūr thā 
vo the na mujh se duur na maiñ un se duur thā 
aatā na thā nazar to nazar kā qusūr thā 
har vaqt ik ḳhumār thā har dam surūr thā 
botal baġhal meñ thī ki dil-e-nā-subūr thā 
koī to dardmand-e-dil-e-nā-subūr thā 
maanā ki tum na the koī tum sā zarūr thā 
lagte hī Thes TuuT gayā sāz-e-ārzū 
milte hī aañkh shīsha-e-dil chuur chuur thā 
aisā kahāñ bahār meñ rañgīniyoñ kā josh 
shāmil kisī kā ḳhūn-e-tamannā zarūr thā 
saaqī kī chashm-e-mast kā kyā kījiye bayān 
itnā surūr thā ki mujhe bhī surūr thā 
palTī jo rāste hī se ai āh-e-nā-murād 
ye to batā ki bāb-e-asar kitnī duur thā 
jis dil ko tum ne lutf se apnā banā liyā 
us dil meñ ik chhupā huā nashtar zarūr thā 
us chashm-e-mai-farosh se koī na bach sakā 
sab ko ba-qadr-e-hausla-e-dil surūr thā 
dekhā thā kal 'jigar' ko sar-e-rāh-e-mai-kada 
is darja pī gayā thā ki nashshe meñ chuur thā"
"619","jigar-moradabadi","āñkhoñ meñ bas ke dil meñ samā kar chale ga.e 
ḳhvābīda zindagī thī jagā kar chale ga.e 
husn-e-azal kī shaan dikhā kar chale ga.e 
ik vāqi.a sā yaad dilā kar chale ga.e 
chehre tak āstīn vo lā kar chale ga.e 
kyā raaz thā ki jis ko chhupā kar chale ga.e 
rag rag meñ is tarah vo samā kar chale ga.e 
jaise mujhī ko mujh se churā kar chale ga.e 
merī hayāt-e-ishq ko de kar junūn-e-shauq 
mujh ko tamām hosh banā kar chale ga.e 
samjhā ke pastiyāñ mire auj-e-kamāl kī 
apnī bulandiyāñ vo dikhā kar chale ga.e 
apne faroġh-e-husn kī dikhlā ke vus.ateñ 
mere hudūd-e-shauq baḌhā kar chale ga.e 
har shai ko merī ḳhātir-e-nāshād ke liye 
ā.īna-e-jamāl banā kar chale ga.e 
aa.e the dil kī pyaas bujhāne ke vāste 
ik aag sī vo aur lagā kar chale ga.e 
aa.e the chashm-e-shauq kī hasrat nikālne 
sar-tā-qadam nigāh banā kar chale ga.e 
ab kārobār-e-ishq se fursat mujhe kahāñ 
kaunain kā vo dard baḌhā kar chale ga.e 
shukr-e-karam ke saath ye shikva bhī ho qubūl 
apnā sā kyuuñ na mujh ko banā kar chale ga.e 
lab thartharā ke rah ga.e lekin vo ai 'jigar' 
jaate hue nigāh milā kar chale ga.e"
"620","jigar-moradabadi","aayā na raas nāla-e-dil kā asar mujhe 
ab tum mile to kuchh nahīñ apnī ḳhabar mujhe 
dil le ke mujh se dete ho dāġh-e-jigar mujhe 
ye baat bhūlne kī nahīñ umr bhar mujhe 
har-sū dikhā.ī dete haiñ vo jalva-gar mujhe 
kyā kyā fareb detī hai merī nazar mujhe 
miltī nahīñ hai lazzat-e-dard-e-jigar mujhe 
bhūlī huī na ho nigah-e-fitnagar mujhe 
Daalā hai be-ḳhudī ne ajab raah par mujhe 
āñkheñ haiñ aur kuchh nahīñ aatā nazar mujhe 
karnā hai aaj hazrat-e-nāseh se sāmnā 
mil jaa.e do ghaḌī ko tumhārī nazar mujhe 
mastāna kar rahā huuñ rah-e-āshiqī ko tai 
le jaa.e jazb-e-shauq mirā ab jidhar mujhe 
Dartā huuñ jalva-e-ruḳh-e-jānāñ ko dekh kar 
apnā banā na le kahīñ merī nazar mujhe 
yaksāñ hai husn-o-ishq kī sar-mastiyoñ kā rañg 
un kī ḳhabar unheñ hai na merī ḳhabar mujhe 
marnā hai un ke paañv pe rakh kar sar-e-niyāz 
karnā hai aaj qissa-e-ġham muḳhtasar mujhe 
siine se dil aziiz hai dil se ho tum aziiz 
sab se magar aziiz hai terī nazar mujhe 
maiñ duur huuñ to rū-e-suḳhan mujh se kis liye 
tum paas ho to kyuuñ nahīñ aate nazar mujhe 
kyā jāniye qafas meñ rahe kyā mo.āmla 
ab tak to haiñ aziiz mire bāl-o-par mujhe"
"621","jigar-moradabadi","ab to ye bhī nahīñ rahā ehsās 
dard hotā hai yā nahīñ hotā 
ishq jab tak na kar chuke rusvā 
aadmī kaam kā nahīñ hotā 
TuuT paḌtā hai daf.atan jo ishq 
besh-tar der-pā nahīñ hotā 
vo bhī hotā hai ek vaqt ki jab 
mā-sivā mā-sivā nahīñ hotā 
haa.e kyā ho gayā tabī.at ko 
ġham bhī rāhat-fazā nahīñ hotā 
dil hamārā hai yā tumhārā hai 
ham se ye faisla nahīñ hotā 
jis pe terī nazar nahīñ hotī 
us kī jānib ḳhudā nahīñ hotā 
maiñ ki be-zār umr bhar ke liye 
dil ki dam-bhar judā nahīñ hotā 
vo hamāre qarīb hote haiñ 
jab hamārā patā nahīñ hotā 
dil ko kyā kyā sukūn hotā hai 
jab koī aasrā nahīñ hotā 
ho ke ik baar sāmnā un se 
phir kabhī sāmnā nahīñ hotā"
"622","jigar-moradabadi","agar na zohra-jabīnoñ ke darmiyāñ guzre 
to phir ye kaise kaTe zindagī kahāñ guzre 
jo tere aariz o gesū ke darmiyāñ guzre 
kabhī kabhī vahī lamhe balā-e-jāñ guzre 
mujhe ye vahm rahā muddatoñ ki jur.at-e-shauq 
kahīñ na ḳhātir-e-māsūm par girāñ guzre 
har ik maqām-e-mohabbat bahut hī dilkash thā 
magar ham ahl-e-mohabbat kashāñ kashāñ guzre 
junūñ ke saḳht marāhil bhī terī yaad ke saath 
hasīñ hasīñ nazar aa.e javāñ javāñ guzre 
mirī nazar se tirī justujū ke sadqe meñ 
ye ik jahāñ hī nahīñ saiñkaḌoñ jahāñ guzre 
hujūm-e-jalva meñ parvāz-e-shauq kyā kahnā 
ki jaise ruuh sitāroñ ke darmiyāñ guzre 
ḳhatā-muāf zamāne se bad-gumāñ ho kar 
tirī vafā pe bhī kyā kyā hameñ gumāñ guzre 
mujhe thā shikva-e-hijrāñ ki ye huā mahsūs 
mire qarīb se ho kar vo nā-gahāñ guzre 
rah-e-vafā meñ ik aisā maqām bhī aayā 
ki ham ḳhud apnī taraf se bhī bad-gumāñ guzre 
ḳhulūs jis meñ ho shāmil vo daur-e-ishq-o-havas 
na rā.egāñ kabhī guzrā na rā.egāñ guzre 
usī ko kahte haiñ jannat usī ko dozaḳh bhī 
vo zindagī jo hasīnoñ ke darmiyāñ guzre 
bahut hasīn manāzir bhī husn-e-fitrat ke 
na jaane aaj tabī.at pe kyuuñ girāñ guzre 
vo jin ke saa.e se bhī bijliyāñ laraztī thiiñ 
mirī nazar se kuchh aise bhī āshiyāñ guzre 
mirā to farz chaman-bandi-e-jahāñ hai faqat 
mirī balā se bahār aa.e yā ḳhizāñ guzre 
kahāñ kā husn ki ḳhud ishq ko ḳhabar na huī 
rah-e-talab meñ kuchh aise bhī imtihāñ guzre 
bharī bahār meñ tārāji-e-chaman mat pūchh 
ḳhudā kare na phir āñkhoñ se vo samāñ guzre 
koī na dekh sakā jin ko vo diloñ ke sivā 
muāmlāt kuchh aise bhī darmiyāñ guzre 
kabhī kabhī to isī ek musht-e-ḳhāk ke gird 
tavāf karte hue haft āsmāñ guzre 
bahut hasīn sahī sohbateñ guloñ kī magar 
vo zindagī hai jo kāñToñ ke darmiyāñ guzre 
abhī se tujh ko bahut nāgavār haiñ hamdam 
vo hādsāt jo ab tak ravāñ-davāñ guzre 
jinheñ ki dīda-e-shā.ir hī dekh saktā hai 
vo inqilāb tire sāmne kahāñ guzre 
bahut aziiz hai mujh ko unheñ kyā yaad 'jigar' 
vo hādsāt-e-mohabbat jo nā-gahāñ guzre"
"623","jigar-moradabadi","ai husn-e-yār sharm ye kyā inqalāb hai 
tujh se ziyāda dard tirā kāmyāb hai 
āshiq kī be-dilī kā taġhāful nahīñ javāb 
us kā bas ek josh-e-mohabbat javāb hai 
terī ināyateñ ki nahīñ nazr-e-jāñ qubūl 
terī navāzisheñ ki zamāna ḳharāb hai 
ai husn apnī hausla-afzā.iyāñ to dekh 
maanā ki chashm-e-shauq bahut be-hijāb hai 
maiñ ishq-e-be-niyāz huuñ tum husn-e-be-panāh 
merā javāb hai na tumhārā javāb hai 
mai-ḳhāna hai usī kā ye duniyā usī kī hai 
jis tishna-lab ke haath meñ jām-e-sharāb hai 
us se dil-e-tabāh kī rūdād kyā kahūñ 
jo ye na sun sake ki zamāna ḳharāb hai 
ai mohtasib na pheñk mire mohtasib na pheñk 
zālim sharāb hai are zālim sharāb hai 
apne hudūd se na baḌhe koī ishq meñ 
jo zarra jis jagah hai vahīñ āftāb hai 
vo laakh sāmne hoñ magar is kā kyā ilaaj 
dil māntā nahīñ ki nazar kāmyāb hai 
merī nigāh-e-shauq bhī kuchh kam nahīñ magar 
phir bhī tirā shabāb tirā hī shabāb hai 
mānūs-e-e'tibār-e-karam kyuuñ kiyā mujhe 
ab har ḳhatā-e-shauq isī kā javāb hai 
maiñ us kā ā.īna huuñ vo hai merā ā.īna 
merī nazar se us kī nazar kāmyāb hai 
tanhā.ī-e-firāq ke qurbān jā.iye 
maiñ huuñ ḳhayāl-e-yār hai chashm-e-pur-āb hai 
sarmāya-e-firāq 'jigar' aah kuchh na pūchh 
ab jaan hai so apne liye ḳhud azaab hai"
"624","jigar-moradabadi","allāh agar taufīq na de insān ke bas kā kaam nahīñ 
faizān-e-mohabbat aam sahī irfān-e-mohabbat aam nahīñ 
ye tū ne kahā kyā ai nādāñ fayyāzī-e-qudrat aam nahīñ 
tū fikr o nazar to paidā kar kyā chiiz hai jo in.aam nahīñ 
yā-rab ye maqām-e-ishq hai kyā go dīda-o-dil nākām nahīñ 
taskīn hai aur taskīn nahīñ ārām hai aur ārām nahīñ 
kyuuñ mast-e-sharāb-e-aish-o-tarab taklīf-e-tavajjoh farmā.eñ 
āvāz-e-shikast-e-dil hī to hai āvāz-e-shikast-e-jām nahīñ 
aanā hai jo bazm-e-jānāñ meñ pindār-e-ḳhudī ko toḌ ke aa 
ai hosh-o-ḳhirad ke dīvāne yaañ hosh-o-ḳhirad kā kaam nahīñ 
zāhid ne kuchh is andāz se pī saaqī kī nigāheñ paḌne lagīñ 
mai-kash yahī ab tak samjhe the shā.ista daur-e-jām nahīñ 
ishq aur gavārā ḳhud kar le be-shart shikast-e-fāsh apnī 
dil kī bhī kuchh un ke sāzish hai tanhā ye nazar kā kaam nahīñ 
sab jis ko asīrī kahte haiñ vo to hai amīrī hī lekin 
vo kaun sī āzādī hai yahāñ jo aap ḳhud apnā daam nahīñ"
"625","jigar-moradabadi","barābar se bach kar guzar jaane vaale 
ye naale nahīñ be-asar jaane vaale 
nahīñ jānte kuchh ki jaanā kahāñ hai 
chale jā rahe haiñ magar jaane vaale 
mire dil kī betābiyāñ bhī liye jā 
dabe paañv muñh pher kar jaane vaale 
tire ik ishāre pe sākit khaḌe haiñ 
nahīñ kah ke sab se guzar jaane vaale 
mohabbat meñ ham to jiye haiñ jiyeñge 
vo hoñge koī aur mar jaane vaale"
"626","jigar-moradabadi","be-kaif dil hai aur jiye jā rahā huuñ maiñ 
ḳhālī hai shīsha aur piye jā rahā huuñ maiñ 
paiham jo aah aah kiye jā rahā huuñ maiñ 
daulat hai ġham zakāt diye jā rahā huuñ maiñ 
majbūri-e-kamāl-e-mohabbat to dekhnā 
jiinā nahīñ qubūl jiye jā rahā huuñ maiñ 
vo dil kahāñ hai ab ki jise pyaar kījiye 
majbūriyāñ haiñ saath diye jā rahā huuñ maiñ 
ruḳhsat huī shabāb ke hamrāh zindagī 
kahne kī baat hai ki jiye jā rahā huuñ maiñ 
pahle sharāb ziist thī ab ziist hai sharāb 
koī pilā rahā hai piye jā rahā huuñ maiñ"
"627","jigar-moradabadi","dāstān-e-ġham-e-dil un ko sunā.ī na ga.ī 
baat bigḌī thī kuchh aisī ki banā.ī na ga.ī 
sab ko ham bhuul ga.e josh-e-junūñ meñ lekin 
ik tirī yaad thī aisī jo bhulā.ī na ga.ī 
ishq par kuchh na chalā dīda-e-tar kā qaabū 
us ne jo aag lagā dī vo bujhā.ī na ga.ī 
paḌ gayā husn-e-ruḳh-e-yār kā partav jis par 
ḳhaak meñ mil ke bhī is dil kī safā.ī na ga.ī 
kyā uThā.egī sabā ḳhaak mirī us dar se 
ye qayāmat to ḳhud un se bhī uThā.ī na ga.ī"
"628","jigar-moradabadi","dil gayā raunaq-e-hayāt ga.ī 
ġham gayā saarī kā.enāt ga.ī 
dil dhaḌakte hī phir ga.ī vo nazar 
lab tak aa.ī na thī ki baat ga.ī 
din kā kyā zikr tīra-baḳhtoñ meñ 
ek raat aa.ī ek raat ga.ī 
terī bātoñ se aaj to vaa.iz 
vo jo thī ḳhvāhish-e-najāt ga.ī 
un ke bahlā.e bhī na bahlā dil 
rā.egāñ sa.ī-e-iltifāt ga.ī 
marg-e-āshiq to kuchh nahīñ lekin 
ik masīhā-nafas kī baat ga.ī 
ab junūñ aap hai garebāñ-gīr 
ab vo rasm-e-takallufāt ga.ī 
ham ne bhī vaz-e-ġham badal Daalī 
jab se vo tarz-e-iltifāt ga.ī 
tark-e-ulfat bahut bajā nāseh 
lekin us tak agar ye baat ga.ī 
haañ maze luuT le javānī ke 
phir na aa.egī ye jo raat ga.ī 
haañ ye sarshāriyāñ javānī kī 
aañkh jhapkī hī thī ki raat ga.ī 
jalva-e-zāt ai ma.āz-allāh 
tāb-e-ā.īna-e-sifāt ga.ī 
nahīñ miltā mizāj-e-dil ham se 
ġhāliban duur tak ye baat ga.ī 
qaid-e-hastī se kab najāt 'jigar' 
maut aa.ī agar hayāt ga.ī"
"629","jigar-moradabadi","dil ko sukūn ruuh ko ārām aa gayā 
maut aa ga.ī ki dost kā paiġhām aa gayā 
jab koī zikr-e-gardish-e-ayyām aa gayā 
be-iḳhtiyār lab pe tirā naam aa gayā 
ġham meñ bhī hai surūr vo hañgām aa gayā 
shāyad ki daur-e-bāda-e-gulfām aa gayā 
dīvāngī ho aql ho ummīd ho ki yaas 
apnā vahī hai vaqt pe jo kaam aa gayā 
dil ke muāmlāt meñ nāseh shikast kyā 
sau baar husn par bhī ye ilzām aa gayā 
sayyād shādmāñ hai magar ye to soch le 
maiñ aa gayā ki saaya tah-e-dām aa gayā 
dil ko na pūchh mārka-e-husn-o-ishq meñ 
kyā jāniye ġharīb kahāñ kaam aa gayā 
ye kyā maqām-e-ishq hai zālim ki in dinoñ 
aksar tire baġhair bhī ārām aa gayā 
ahbāb mujh se qat-e-ta.alluq kareñ 'jigar' 
ab āftāb-e-zīst lab-e-bām aa gayā"
"630","jigar-moradabadi","dil meñ kisī ke raah kiye jā rahā huuñ maiñ 
kitnā hasīñ gunāh kiye jā rahā huuñ maiñ 
duniyā-e-dil tabāh kiye jā rahā huuñ maiñ 
sarf-e-nigāh-o-āh kiye jā rahā huuñ maiñ 
fard-e-amal siyāh kiye jā rahā huuñ maiñ 
rahmat ko be-panāh kiye jā rahā huuñ maiñ 
aisī bhī ik nigāh kiye jā rahā huuñ maiñ 
zarroñ ko mehr-o-māh kiye jā rahā huuñ maiñ 
mujh se lage haiñ ishq kī azmat ko chaar chāñd 
ḳhud husn ko gavāh kiye jā rahā huuñ maiñ 
daftar hai ek māni-e-be-lafz-o-saut kā 
saada sī jo nigāh kiye jā rahā huuñ maiñ 
aage qadam baḌhā.eñ jinheñ sūjhtā nahīñ 
raushan charāġh-e-rāh kiye jā rahā huuñ maiñ 
māsūmi-e-jamāl ko bhī jin pe rashk hai 
aise bhī kuchh gunāh kiye jā rahā huuñ maiñ 
tanqīd-e-husn maslahat-e-ḳhās-e-ishq hai 
ye jurm gaah gaah kiye jā rahā huuñ maiñ 
uThtī nahīñ hai aañkh magar us ke rū-ba-rū 
nādīda ik nigāh kiye jā rahā huuñ maiñ 
gulshan-parast huuñ mujhe gul hī nahīñ aziiz 
kāñToñ se bhī nibāh kiye jā rahā huuñ maiñ 
yuuñ zindagī guzār rahā huuñ tire baġhair 
jaise koī gunāh kiye jā rahā huuñ maiñ 
mujh se adā huā hai 'jigar' justujū kā haq 
har zarre ko gavāh kiye jā rahā huuñ maiñ"
"631","jigar-moradabadi","duniyā ke sitam yaad na apnī hī vafā yaad 
ab mujh ko nahīñ kuchh bhī mohabbat ke sivā yaad 
maiñ shikva ba-lab thā mujhe ye bhī na rahā yaad 
shāyad ki mire bhūlne vaale ne kiyā yaad 
chheḌā thā jise pahle-pahal terī nazar ne 
ab tak hai vo ik naġhma-e-be-sāz-o-sadā yaad 
jab koī hasīñ hotā hai sargarm-e-navāzish 
us vaqt vo kuchh aur bhī aate haiñ sivā yaad 
kyā jāniye kyā ho gayā arbāb-e-junūñ ko 
marne kī adā yaad na jiine kī adā yaad 
muddat huī ik hādsa-e-ishq ko lekin 
ab tak hai tire dil ke dhaḌakne kī sadā yaad 
haañ haañ tujhe kyā kaam mirī shiddat-e-ġham se 
haañ haañ nahīñ mujh ko tire dāman kī havā yaad 
maiñ tark-e-rah-o-rasm-e-junūñ kar hī chukā thā 
kyuuñ aa ga.ī aise meñ tirī laġhzish-e-pā yaad 
kyā lutf ki maiñ apnā pata aap batā.ūñ 
kiije koī bhūlī huī ḳhaas apnī adā yaad"
"632","jigar-moradabadi","fikr-e-manzil hai na hosh-e-jāda-e-manzil mujhe 
jā rahā huuñ jis taraf le jā rahā hai dil mujhe 
ab zabāñ bhī de adā-e-shukr ke qābil mujhe 
dard baḳhshā hai agar tū ne bajā.e-dil mujhe 
yuuñ taḌap kar dil ne taḌpāyā sar-e-mahfil mujhe 
us ko qātil kahne vaale kah uThe qātil mujhe 
ab kidhar jā.ūñ batā ai jazba-e-kāmil mujhe 
har taraf se aaj aatī hai sadā-e-dil mujhe 
rok saktī ho to baḌh kar rok le manzil mujhe 
har taraf se aaj aatī hai sadā-e-dil mujhe 
jaan dī ki hashr tak maiñ huuñ mirī tanhā.iyāñ 
haañ mubārak fursat-e-nazzāra-e-qātil mujhe 
har ishāre par hai phir bhī gardan-e-taslīm ḳham 
jāntā huuñ saaf dhoke de rahā hai dil mujhe 
jā bhī ai nāseh kahāñ kā suud aur kaisā ziyāñ 
ishq ne samjhā diyā hai ishq kā hāsil mujhe 
maiñ azal se sub.h-e-mahshar tak farozāñ hī rahā 
husn samjhā thā charāġh-e-kushta-e-mahfil mujhe 
ḳhūn-e-dil rag rag meñ jam kar rah gayā is vahm se 
baḌh ke siine se na lipTā le mirā qātil mujhe 
kaisā qatra kaisā dariyā kis kā tūfāñ kis kī mauj 
tū jo chāhe to Dubo de ḳhushkī-e-sāhil mujhe 
phūñk de ai ġhairat-e-soz-e-mohabbat phūñk de 
ab samajhtī haiñ vo nazreñ rahm ke qābil mujhe 
toḌ kar baiThā huuñ rāh-e-shauq meñ pā-e-talab 
dekhnā hai jazba-e-be-tābī-e-manzil mujhe 
ai hujūm-e-nā-umīdī shād-bāsh-o-zinda-bāsh 
tū ne sab se kar diyā begāna-o-ġhāfil mujhe 
dard-e-mahrūmī sahī ehsās-e-nākāmī sahī 
us ne samjhā to bahar-sūrat kisī qābil mujhe 
ye bhī kyā manzar hai baḌhte haiñ na rukte haiñ qadam 
tak rahā huuñ duur se manzil ko maiñ manzil mujhe"
"633","jigar-moradabadi","ham ko miTā sake ye zamāne meñ dam nahīñ 
ham se zamāna ḳhud hai zamāne se ham nahīñ 
be-fā.eda alam nahīñ be-kār ġham nahīñ 
taufīq de ḳhudā to ye nemat bhī kam nahīñ 
merī zabāñ pe shikva-e-ahl-e-sitam nahīñ 
mujh ko jagā diyā yahī ehsān kam nahīñ 
yā rab hujūm-e-dard ko de aur vus.ateñ 
dāman to kyā abhī mirī āñkheñ bhī nam nahīñ 
shikva to ek chheḌ hai lekin haqīqatan 
terā sitam bhī terī ināyat se kam nahīñ 
ab ishq us maqām pe hai justujū-navard 
saaya nahīñ jahāñ koī naqsh-e-qadam nahīñ 
miltā hai kyuuñ maza sitam-e-rozgār meñ 
terā karam bhī ḳhud jo sharīk-e-sitam nahīñ 
marg-e-'jigar' pe kyuuñ tirī āñkheñ haiñ ashk-rez 
ik sāneha sahī magar itnā aham nahīñ"
"634","jigar-moradabadi","ik lafz-e-mohabbat kā adnā ye fasānā hai 
simTe to dil-e-āshiq phaile to zamānā hai 
ye kis kā tasavvur hai ye kis kā fasānā hai 
jo ashk hai āñkhoñ meñ tasbīh kā daanā hai 
dil sañg-e-malāmat kā har-chand nishānā hai 
dil phir bhī mirā dil hai dil hī to zamānā hai 
ham ishq ke māroñ kā itnā hī fasānā hai 
rone ko nahīñ koī hañsne ko zamānā hai 
vo aur vafā-dushman māneñge na maanā hai 
sab dil kī sharārat hai āñkhoñ kā bahānā hai 
shā.ir huuñ maiñ shā.ir huuñ merā hī zamānā hai 
fitrat mirā ā.īnā qudrat mirā shānā hai 
jo un pe guzartī hai kis ne use jaanā hai 
apnī hī musībat hai apnā hī fasānā hai 
kyā husn ne samjhā hai kyā ishq ne jaanā hai 
ham ḳhāk-nashīnoñ kī Thokar meñ zamānā hai 
āġhāz-e-mohabbat hai aanā hai na jaanā hai 
ashkoñ kī hukūmat hai aahoñ kā zamānā hai 
āñkhoñ meñ namī sī hai chup chup se vo baiThe haiñ 
nāzuk sī nigāhoñ meñ nāzuk sā fasānā hai 
ham dard-ba-dil nālāñ vo dast-ba-dil hairāñ 
ai ishq to kyā zālim terā hī zamānā hai 
yā vo the ḳhafā ham se yā ham haiñ ḳhafā un se 
kal un kā zamāna thā aaj apnā zamānā hai 
ai ishq-e-junūñ-pesha haañ ishq-e-junūñ-pesha 
aaj ek sitamgar ko hañs hañs ke rulānā hai 
thoḌī sī ijāzat bhī ai bazm-gah-e-hastī 
aa nikle haiñ dam-bhar ko ronā hai rulānā hai 
ye ishq nahīñ āsāñ itnā hī samajh liije 
ik aag kā dariyā hai aur Duub ke jaanā hai 
ḳhud husn-o-shabāb un kā kyā kam hai raqīb apnā 
jab dekhiye ab vo haiñ ā.īna hai shānā hai 
tasvīr ke do ruḳh haiñ jaañ aur ġham-e-jānāñ 
ik naqsh chhupānā hai ik naqsh dikhānā hai 
ye husn-o-jamāl un kā ye ishq-o-shabāb apnā 
jiine kī tamannā hai marne kā zamānā hai 
mujh ko isī dhun meñ hai har lahza basar karnā 
ab aa.e vo ab aa.e lāzim unheñ aanā hai 
ḳhuddārī-o-mahrūmī mahrūmī-o-ḳhuddārī 
ab dil ko ḳhudā rakkhe ab dil kā zamānā hai 
ashkoñ ke tabassum meñ aahoñ ke tarannum meñ 
ma.asūm mohabbat kā ma.asūm fasānā hai 
aañsū to bahut se haiñ āñkhoñ meñ 'jigar' lekin 
bañdh jaa.e so motī hai rah jaa.e so daanā hai"
"635","jigar-moradabadi","ishq-e-lā-mahdūd jab tak rahnumā hotā nahīñ 
zindagī se zindagī kā haq adā hotā nahīñ 
be-karāñ hotā nahīñ be-intihā hotā nahīñ 
qatra jab tak baḌh ke qulzum-āshnā hotā nahīñ 
us se baḌh kar dost koī dūsrā hotā nahīñ 
sab judā ho jaa.eñ lekin ġham judā hotā nahīñ 
zindagī ik hādsa hai aur kaisā hādsa 
maut se bhī ḳhatm jis kā silsila hotā nahīñ 
kaun ye nāseh ko samjhā.e ba-tarz-e-dil-nashīñ 
ishq sādiq ho to ġham bhī be-mazā hotā nahīñ 
dard se māmūr hotī jā rahī hai kā.enāt 
ik dil-e-insāñ magar dard-āshnā hotā nahīñ 
mere arz-e-ġham pe vo kahnā kisī kā haa.e haa.e 
shikva-e-ġham sheva-e-ahl-e-vafā hotā nahīñ 
us maqām-e-qarb tak ab ishq pahuñchā hī jahāñ 
dīda-o-dil kā bhī aksar vāstā hotā nahīñ 
har qadam ke saath manzil lekin is kā kyā ilaaj 
ishq hī kam-baḳht manzil-āshnā hotā nahīñ 
allāh allāh ye kamāl aur irtibāt-e-husn-o-ishq 
fāsle hoñ laakh dil se dil judā hotā nahīñ 
kyā qayāmat hai ki is daur-e-taraqqī meñ 'jigar' 
aadmī se aadmī kā haq adā hotā nahīñ"
